n,delta_f_hz,delta_f_cents,ancho_hann_hz,duracion_s,muestras_disponibles_sint,muestras_disponibles_real,err_crudo_sint,err_interp_sint,err_crudo_real,err_interp_real
4096,10.7666015625,69.81803142204716,43.06640625,0.09287981859410431,44400,1774366,-25.417571404942787,-4.069307739030114,-21.487412965509765,-3.127068699935372
8192,5.38330078125,35.26094871658814,21.533203125,0.18575963718820862,44400,1774366,13.488201825910195,1.9727623549087452,14.209399107352795,3.396469975035542
16384,2.691650390625,17.72024507811907,10.7666015625,0.37151927437641724,44400,1774366,-5.855396610022362,-1.02307931465223,-3.547003206343812,1.986908899401384
32768,1.3458251953125,8.88279464072176,5.38330078125,0.7430385487528345,44400,1774366,3.843418947407955,0.42209240469208537,5.353962668635878,2.8868489849892844
65536,0.67291259765625,4.44709440924671,2.691650390625,1.486077097505669,44400,1774366,-0.999196934779882,-0.13231299788308556,0.9092001525330422,1.7172361699197836
